"","Turn","Interlocutor","Speech","Interruption","StartTime","EndTime","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew","DebateN","Race"
"828",158,"Trump","Wrong. Wrong.","Yes",2484.7,2486.6,7006.5,3.24,1.48,5.29,2.19,3.39,1.97,-2,2.93,1.8,4.67,2.04,3.3,1.8,1,"2016"
"829",159,"Clinton","Well, sometimes there’s not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government.","No",2487.6,2499.3,7020,4.98777777777778,1.64,3.83666666666667,2.18555555555556,4.86666666666667,2.21,-3,3.70666666666667,1.71333333333333,5.34,1.95666666666667,3.69333333333333,1.99333333333333,1,"2016"
"830",160,"Moderator","Let’s let Mr. Trump…","No",2499.5,2500.2,7034.5,5.065,1.72,3.02,1.845,5.96,1.755,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"831",161,"Clinton","And we need to be very clear about that.","Yes",2499.8,2502.4,7041,5.92333333333333,1.65333333333333,3.27,2.05666666666667,5.57666666666667,2.25666666666667,1,NA,NA,NA,NA,NA,NA,1,"2016"
"832",162,"Trump","So, yeah, I think it's— I do think it’s time. Look, it’s all words, it’s all sound bites. I built an unbelievable company. Some of the greatest assets anywhere in the world, real estate assets anywhere in the world, beyond the United States, in Europe, lots of different places. It’s an unbelievable company. But on occasion, four times, we used certain laws that are there. And when Secretary Clinton talks about people that didn’t get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation. Now, if you want to change the laws, you’ve been there a long time, change the laws. But I take advantage of the laws of the nation because I’m running a company. My obligation right now is to do well for myself, my family, my employees, for my companies. And that’s what I do. But what she doesn’t say is that tens of thousands of people that are unbelievably happy and that love me. I’ll give you an example. We’re just opening up on Pennsylvania Avenue right next to the White House, so if I don’t get there one way, I’m going to get to Pennsylvania Avenue another. But we’re opening the Old Post Office. Under budget, ahead of schedule, saved tremendous money. I’m a year ahead of schedule. And that’s what this country should be doing. We build roads and they cost two and three and four times what they’re supposed to cost. We buy products for our military and they come in at costs that are so far above what they were supposed to be, because we don’t have people that know what they’re doing. When we look at the budget, the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy. The Trump International is way under budget and way ahead of schedule. And we should be able to do that for our country.","Yes",2500.3,2614.9,7213,5.83830188679245,1.69556603773585,3.94452830188679,2.26660377358491,5.71405660377359,2.14009433962264,1.0625,6.31976744186047,1.68906976744186,5.10860465116279,2.24372093023256,5.77906976744186,2.01162790697674,1,"2016"
"833",163,"Moderator","Well, we’re well behind schedule, so I want to move to our next segment. We move into our next segment talking about America’s direction. And let’s start by talking about race. The share of Americans who say race relations are bad in this country is the highest it’s been in decades, much of it amplified by shootings of African-Americans by police, as we’ve seen recently in Charlotte and Tulsa. Race has been a big issue in this campaign, and one of you is going to have to bridge a very wide and bitter gap. So how do you heal the divide? Secretary Clinton, you get two minutes on this.","Yes",2614.3,2644.9,7435.5,5.3246875,1.74875,4.0965625,2.3821875,5.393125,2.110625,-0.4,5.30545454545455,1.74090909090909,5.38181818181818,2.16181818181818,4.91909090909091,1.89272727272727,1,"2016"
"834",164,"Clinton","Well, you’re right. Race remains a significant challenge in our country. Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how they’re treated in the criminal justice system. We’ve just seen those two tragic examples in both Tulsa and Charlotte. And we’ve got to do several things at the same time. We have to restore trust between communities and the police. We have to work to make sure that our police are using the best training, the best techniques, that they’re well prepared to use force only when necessary. Everyone should be respected by the law, and everyone should respect the law. Right now, that’s not the case in a lot of our neighborhoods. So I have, ever since the first day of my campaign, called for criminal justice reform. I’ve laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system. But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform. So we have to bring communities together in order to begin working on that as a mutual goal. And we’ve got to get guns out of the hands of people who should not have them. The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together. So we have to do two things, as I said. We have to restore trust. We have to work with the police. We have to make sure they respect the communities and the communities respect them. And we have to tackle the plague of gun violence, which is a big contributor to a lot of the problems that we’re seeing today.","No",2645.7,2772.6,7649,5.6275,1.7166,4.2886,2.3442,5.6284,2.1624,0.241379310344828,5.81836734693878,1.78938775510204,5.35122448979592,2.30979591836735,5.36020408163265,2.03612244897959,1,"2016"
"835",165,"Moderator","All right, Mr. Trump, you have two minutes. How do you heal the divide?","No",2772.7,2775,7814.5,5.89428571428571,1.59,3.97,2.25571428571429,5.74714285714286,2.02,NA,6.77,1.505,4.78,2.205,6.085,1.79,1,"2016"
"836",166,"Trump","Well, first of all, Secretary Clinton doesn’t want to use a couple of words, and that’s law and order. And we need law and order. If we don’t have it, we’re not going to have a country. And when I look at what’s going on in Charlotte, a city I love, a city where I have investments, when I look at what’s going on throughout various parts of our country, whether it’s — I mean, I can just keep naming them all day long — we need law and order in our country. And I just got today the, as you know, the endorsement of the Fraternal Order of Police, we just — just came in. We have endorsements from, I think, almost every police group, very — I mean, a large percentage of them in the United States. We have a situation where we have our inner cities, African-Americans, Hispanics are living in hell because it’s so dangerous. You walk down the street, you get shot. In Chicago, they’ve had thousands of shootings, thousands since January 1st. Thousands of shootings. And I’m saying, where is this? Is this a war-torn country? What are we doing? And we have to stop the violence. We have to bring back law and order. In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over four — almost 4,000 people in Chicago have been killed. We have to bring back law and order. Now, whether or not in a place like Chicago you do stop and frisk, which worked very well, Mayor Giuliani is here, worked very well in New York. It brought the crime rate way down. But you take the gun away from criminals that shouldn’t be having it. We have gangs roaming the street. And in many cases, they’re illegally here, illegal immigrants. And they have guns. And they shoot people. And we have to be very strong. And we have to be very vigilant. We have to be — we have to know what we’re doing. Right now, our police, in many cases, are afraid to do anything. We have to protect our inner cities, because African-American communities are being decimated by crime, decimated.","No",2775.7,2912.5,8013,5.43939130434783,1.67469565217391,4.10086956521739,2.26226086956522,5.41078260869565,2.17660869565217,-0.84,5.47837209302326,1.76418604651163,5.39116279069767,2.2246511627907,5.19953488372093,2.10488372093023,1,"2016"
"837",167,"Moderator","Your two — your two minutes expired, but I do want to follow up. Stop-and-frisk was ruled unconstitutional in New York, because it largely singled out black and Hispanic young men.","Yes",2910.9,2922.3,8220.5,5.775,1.653,4.293,2.379,5.284,2.327,0,5.63,1.814,5.24,2.222,5.208,2.088,1,"2016"
"838",168,"Trump","No, you’re wrong. It went before a judge, who was a very against-police judge. It was taken away from her. And our mayor, our new mayor, refused to go forward with the case. They would have won an appeal. If you look at it, throughout the country, there are many places where it’s allowed.","Yes",2922.2,2941.3,8264,5.295,1.72214285714286,4.36071428571429,2.45571428571429,5.19428571428571,2.16714285714286,-0.5,4.418,1.852,5.28,2.028,3.98,1.9,1,"2016"
"839",169,"Moderator","The argument is that it’s a form of racial profiling.","Yes",2940.5,2943.5,8296.5,3.97,1.73666666666667,4.37333333333333,2.46,5.37333333333333,2.3,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"840",170,"Trump","No, the argument is that we have to take the guns away from these people that have them and they are bad people that shouldn’t have them. These are felons. These are people that are bad people that shouldn’t be — when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk. You need more police. You need a better community, you know, relation. You don’t have good community relations in Chicago. It’s terrible. I have property there. It’s terrible what’s going on in Chicago. But when you look — and Chicago’s not the only — you go to Ferguson, you go to so many different places. You need better relationships. I agree with Secretary Clinton on this. You need better relationships between the communities and the police, because in some cases, it’s not good. But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently. So there’s some bad things going on. Some really bad things.","No",2943.7,3015.4,8401,5.49462962962963,1.78555555555556,4.09444444444444,2.35703703703704,5.33314814814815,2.17277777777778,-0.588235294117647,5.2725,1.58958333333333,5.60083333333333,2.12291666666667,5.07375,1.94,1,"2016"
"841",171,"Moderator","Secretary Clinton…","Yes",3015.2,3015.7,8501.5,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"842",172,"Trump","But we need — Lester, we need law and order. And we need law and order in the inner cities, because the people that are most affected by what’s happening are African-American and Hispanic people. And it’s very unfair to them what our politicians are allowing to happen.","No",3015.8,3033.4,8526.5,5.28230769230769,1.64153846153846,3.60153846153846,2.28076923076923,5.36923076923077,2.10076923076923,-1.5,6.215,2.035,5.095,2.26,5.125,2.05,1,"2016"
"843",173,"Moderator","Secretary Clinton?","No",3033.8,3034.3,8551.5,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"844",174,"Clinton","Well, I’ve heard — I’ve heard Donald say this at his rallies, and it’s really unfortunate that he paints such a dire negative picture of black communities in our country.","No",3034.6,3050.4,8567,4.71857142857143,1.61142857142857,4.08285714285714,2.33142857142857,5.35714285714286,2.18428571428571,-2.5,5.66,1.855,4.935,2.085,5.55,1.86,1,"2016"
"845",175,"Trump","Ugh.","No",3050.6,3051,8582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"846",176,"Clinton","You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids. There’s a lot that we should be proud of and we should be supporting and lifting up. But we do always have to make sure we keep people safe. There are the right ways of doing it, and then there are ways that are ineffective. Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective. It did not do what it needed to do. Now, I believe in community policing. And, in fact, violent crime is one-half of what it was in 1991. Property crime is down 40 percent. We just don’t want to see it creep back up. We’ve had 25 years of very good cooperation. But there were some problems, some unintended consequences. Too many young African-American and Latino men ended up in jail for non-violent offences. And it’s just a fact that if you’re a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated. So we’ve got to address the systemic racism in our criminal justice system. We cannot just say law and order. We have to say — we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little. We need to have more second chance programs. I’m glad that we’re ending private prisons in the federal system; I want to see them ended in the state system. You shouldn’t have a profit motivation to fill prison cells with young Americans. So there are some positive ways we can work on this. And I believe strongly that common-sense gun safety measures would assist us. Right now — and this is something Donald has supported, along with the gun lobby — right now, we’ve got too many military- style weapons on the streets. In a lot of places, our police are outgunned. We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm. And we finally need to pass a prohibition on anyone who’s on the terrorist watch list from being able to buy a gun in our country. If you’re too dangerous to fly, you are too dangerous to buy a gun. So there are things we can do, and we ought to do it in a bipartisan way.","Yes",3050.9,3219.1,8803.5,5.43143835616438,1.68794520547945,4.16,2.26431506849315,5.53390410958904,2.20856164383562,-0.5,5.60462686567164,1.74059701492537,5.3110447761194,2.24567164179104,5.23164179104478,2.10985074626866,1,"2016"
"847",177,"Moderator","Secretary Clinton, last week, you said we’ve got to do everything possible to improve policing, to go right at implicit bias. Do you believe that police are implicitly biased against black people?","Yes",3218.9,3228.8,9040.5,5.64928571428571,1.71714285714286,4.21928571428571,2.30071428571429,5.72,2.13071428571429,-0.333333333333333,6.01428571428571,1.52571428571429,5.19142857142857,2.07571428571429,5.40285714285714,1.83428571428571,1,"2016"
"848",178,"Clinton","Lester, I think implicit bias is a problem for everyone, not just police. I think, unfortunately, too many of us in our great country jump to conclusions about each other. And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way? But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers. I’ve met with a group of very distinguished, experienced police chiefs a few weeks ago. They admit it’s an issue. They’ve got a lot of concerns. Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street. They want support, they want more training, they want more assistance. And I think the federal government could be in a position where we would offer and provide that.","No",3229.4,3293.3,9144.5,5.57137931034483,1.75189655172414,4.12862068965517,2.30793103448276,5.41637931034483,2.15775862068966,0.142857142857143,5.40192307692308,1.80153846153846,5.52192307692308,2.21,5.13076923076923,2.03038461538462,1,"2016"
"849",179,"Moderator","Mr. Trump…","No",3294.2,3294.5,9233.5,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"850",180,"Trump","I’d like to respond to that.","No",3294.3,3295.3,9237.5,6.575,1.57,3.745,2.285,6.14,1.695,2,7.52,1.72,6.63,2.2,5.41,2.69,1,"2016"
"851",181,"Moderator","Please.","Yes",3295.2,3295.4,9241,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"2016"
"852",182,"Trump","First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no-fly lists. I agree with you. When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I’m very proud of. These are very, very good people, and they’re protecting the Second Amendment. But I think we have to look very strongly at no-fly lists and watch lists. And when people are on there, even if they shouldn’t be on there, we’ll help them, we’ll help them legally, we’ll help them get off. But I tend to agree with that quite strongly. I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. And that’s a term that I think was a — it’s — it’s been horribly met, as you know. I think you’ve apologized for it. But I think it was a terrible thing to say. And when it comes to stop-and-frisk, you know, you’re talking about takes guns away. Well, I’m talking about taking guns away from gangs and people that use them. And I don’t think — I really don’t think you disagree with me on this, if you want to know the truth. I think maybe there’s a political reason why you can’t say it, but I really don’t believe — in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders. Five hundred murders is a lot of murders. It’s hard to believe, 500 is like supposed to be good? But we went from 2,200 to 500. And it was continued on by Mayor Bloomberg. And it was terminated by current mayor. But stop-and-frisk had a tremendous impact on the safety of New York City. Tremendous beyond belief. So when you say it has no impact, it really did. It had a very, very big impact.","Yes",3296.5,3394.5,9413.5,5.9997,1.6848,4.1241,2.3058,5.7841,2.155,0.294117647058824,6.3422641509434,1.65188679245283,5.32924528301887,2.25094339622642,5.79415094339623,2.06754716981132,1,"2016"
"853",183,"Clinton","Well, it’s also fair to say, if we’re going to talk about mayors, that under the current mayor, crime has continued to drop, including murders. So there is…","No",3394.5,3403.9,9599.5,5.14142857142857,1.40428571428571,4.12142857142857,2.35285714285714,5.66857142857143,2.16,-1,4.78,2.005,5.405,2.385,4.945,2.065,1,"2016"
"854",184,"Trump","No, you’re wrong. You’re wrong.","Yes",3403.1,3404.3,9616,3.24,1.48,5.29,2.19,3.39,1.97,-1.66666666666667,2.93,1.8,4.67,2.04,3.3,1.8,1,"2016"
"855",185,"Clinton","No, I’m not.","No",3404.5,3405.1,9620,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,"2016"
"856",186,"Trump","Murders are up.","Yes",3404.8,3405.4,9623,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,1,"2016"
"857",187,"Clinton","(INAUDIBLE)","No",3406,3406.1,9625,3.61,1.58,3.33,2.55,4.26,2.4,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"858",188,"Trump","All right. You check it.","No",3406.3,3407.2,9628,6.935,1.68,4.19,2.39,5.915,1.855,NA,6.45,1.55,4.79,2.18,6.38,1.78,1,"2016"
"859",189,"Clinton","New York — New York has done an excellent job.","Yes",3406.1,3409.6,9635,7.14,1.5775,4.8575,2.7575,5.525,2.08,3,5.83,2.15,5.2,2.23,5.7,1.82,1,"2016"
"860",190,"Trump","You check it.","Yes",3408.3,3408.8,9641,6.55,1.87,3.38,2.18,4.67,1.85,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"861",191,"Clinton","And I give credit — I give credit across the board going back two mayors, two police chiefs, because it has worked. And other communities need to come together to do what will work, as well. Look, one murder is too many. But it is important...","No",3409.8,3427.8,9665,5.54526315789474,1.68578947368421,3.98,2.34684210526316,5.41368421052632,2.18842105263158,0,5.442,1.638,5.08,2.058,4.986,1.91,1,"2016"
"862",192,"Trump","True.","Yes",3427.1,3427.3,9688,NA,NA,NA,NA,NA,NA,2,6.96,1.32,5.11,2.06,6,1.39,1,"2016"
"863",193,"Clinton","...that we learn about what has been effective. And not go to things that sound good that really did not have the kind of impact that we would want. Who disagrees with keeping neighborhoods safe? But let’s also add, no one should disagree about respecting the rights of young men who live in those neighborhoods. And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.","No",3428.1,3463.5,9731.5,6.048,1.6988,4.1476,2.2988,5.8244,2.1604,1,6.20416666666667,1.8475,5.37583333333333,2.38666666666667,5.44083333333333,2.12666666666667,1,"2016"
"864",194,"Moderator","This conversation is about race. And so, Mr. Trump, I have to ask you for five…","Yes",3463.4,3466.9,9782.5,5.59166666666667,1.57166666666667,3.62166666666667,2.205,5.72666666666667,1.95833333333333,NA,6.07,2,5.43,2.47,5.17,1.98,1,"2016"
"865",195,"Trump","But I’d like to just respond, if I might.","Yes",3466,3467.8,9795,6.575,1.57,3.745,2.285,6.14,1.695,2,7.52,1.72,6.63,2.2,5.41,2.69,1,"2016"
"866",196,"Moderator","Please — 20 seconds.","No",3468.3,3469.4,9801,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"2016"
"867",197,"Trump","I’d just like to respond.","Yes",3469,3470.1,9805,6.575,1.57,3.745,2.285,6.14,1.695,2,7.52,1.72,6.63,2.2,5.41,2.69,1,"2016"
"868",198,"Moderator","Please respond, then I’ve got a quick follow-up for you.","Yes",3470.1,3471.8,9813,5.53666666666667,1.42,4.00333333333333,2.29333333333333,5.66333333333333,2.09666666666667,1,6.64,1.61,6.57,1.78,6.57,1.91,1,"2016"
"869",199,"Trump","I will. Look, the African-American community has been let down by our politicians. They talk good around election time, like right now, and after the election, they said, see ya later, I’ll see you in four years. The African-American community — because — look, the community within the inner cities has been so badly treated. They’ve been abused and used in order to get votes by Democrat politicians, because that’s what it is. They’ve controlled these communities for up to 100 years.","Yes",3471.1,3501.6,9859.5,6.02304347826087,1.64565217391304,3.83739130434783,2.38130434782609,6.05173913043478,2.03739130434783,-0.25,6.6875,1.685,5.3725,2.495,5.7075,2.19,1,"2016"
"870",200,"Moderator","Alright. Mr. Trump, let me…","Yes",3499.9,3502.6,9903,5.065,1.72,3.02,1.845,5.96,1.755,NA,8.06,1.29,5.97,2.66,7.88,1.6,1,"2016"
"871",201,"Clinton","Well, I — I do think…","Yes",3502.4,3503.9,9908,6.045,1.755,3.71,2.21,6.425,2.005,NA,6.41,1.88,5.34,2.48,6.38,2.19,1,"2016"
"872",202,"Trump","Unbroken. And I will tell you, you look at the inner cities — and I just left Detroit, and I just left Philadelphia, and I just — you know, you’ve seen me, I’ve been all over the place. You decided to stay home, and that’s OK. But I will tell you, I’ve been all over. And I’ve met some of the greatest people I’ll ever meet within these communities. And they are very, very upset with what their politicians have told them and what their politicians have done.","Yes",3502.6,3528.1,9953.5,5.63333333333333,1.618,3.56466666666667,2.21866666666667,5.76733333333333,2.15,0.5,6.446,1.504,5.55,2.402,6.18,2.104,1,"2016"
"873",203,"Moderator","Mr. Trump, I…","No",3528.5,3528.9,9998,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"874",204,"Clinton","I think — I think — I think Donald just criticized me for preparing for this debate. And, yes, I did. And you know what else I prepared for? I prepared to be president. And I think that’s a good thing.","Yes",3528.6,3542.7,10019,6.334,1.502,3.833,2.324,5.944,2.204,0.8,6.45888888888889,1.66444444444444,5.37,2.35666666666667,6.25,2.06444444444444,1,"2016"
"875",205,"Moderator","Mr. Trump, for five years, you perpetuated a false claim that the nation’s first black president was not a natural-born citizen. You questioned his legitimacy. In the last couple of weeks, you acknowledged what most Americans have accepted for years: The president was born in the United States. Can you tell us what took you so long?","No",3544.9,3561.7,10067.1525423729,5.976875,1.696875,3.89625,2.321875,5.37125,2.33875,0.5,5.46125,1.91625,5.04,2.22625,5.2225,2.0525,1,"2016"
"876",206,"Trump","I’ll tell you very — well, just very simple to say. Sidney Blumenthal works for the campaign and close — very close friend of Secretary Clinton. And her campaign manager, Patti Doyle, went to — during the campaign, her campaign against President Obama, fought very hard. And you can go look it up, and you can check it out. And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened. Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it. They were pressing it very hard. She failed to get the birth certificate. When I got involved, I didn’t fail. I got him to give the birth certificate. So I’m satisfied with it. And I’ll tell you why I’m satisfied with it.","Yes",3561.2,3617.6,10163,5.65944444444444,1.7175,4.0225,2.40222222222222,5.57833333333333,2.21361111111111,0,6.14785714285714,1.54357142857143,5.44571428571429,2.25,5.40571428571429,2.04571428571429,1,"2016"
"877",207,"Moderator","That was in 2011.","No",3617.8,3618.1,10231.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"878",208,"Trump","Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.","No",3618.2,3631.2,10259,6.12538461538462,1.61923076923077,4.49307692307692,2.18923076923077,5.73615384615385,2.23307692307692,1.42857142857143,6.01428571428571,1.85714285714286,5.87857142857143,2.18714285714286,5.56,2.06857142857143,1,"2016"
"879",209,"Moderator","I will let you respond. It’s important. But I just want to get the answer here. The birth certificate was produced in 2011. You’ve continued to tell the story and question the president’s legitimacy in 2012, ’13, ’14, ’15…","No",3631.4,3643.4,10304,6.07384615384615,1.67461538461538,3.91307692307692,2.24692307692308,5.77230769230769,2.14538461538462,1.5,6.5375,1.7575,5.9,2.275,5.205,1.84,1,"2016"
"880",210,"Trump","Yeah.","No",3643.6,3643.8,10324,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"2016"
"881",211,"Moderator","…. as recently as January. So the question is, what changed your mind?","No",3643.9,3647.7,10330.5,6.53,1.61,4.36,2.25,5.985,2.225,NA,6.68,1.84,5,2.68,6.37,2.19,1,"2016"
"882",212,"Trump","Well, nobody was pressing it, nobody was caring much about it. I figured you’d ask the question tonight, of course. But nobody was caring much about it. But I was the one that got him to produce the birth certificate. And I think I did a good job. Secretary Clinton also fought it. I mean, you know — now, everybody in mainstream is going to say, oh, that’s not true. Look, it’s true. Sidney Blumenthal sent a reporter — you just have to take a look at CNN, the last week, the interview with your former campaign manager. And she was involved. But just like she can’t bring back jobs, she can’t produce.","Yes",3647.2,3684.6,10392,5.68555555555556,1.72888888888889,3.8537037037037,2.27407407407407,5.80740740740741,2.1262962962963,2.25,6.70916666666667,1.595,5.2675,2.19666666666667,5.84166666666667,1.8775,1,"2016"
"883",213,"Moderator","I’m sorry. I’m just going to follow up — and I will let you respond to that, because there’s a lot there. But we’re talking about racial healing in this segment. What do you say to Americans, people of color who… (INAUDIBLE)","No",3684.7,3696.2,10468,5.4,1.70615384615385,3.59923076923077,2.21923076923077,5.65153846153846,2.12769230769231,-1,5.99,1.85333333333333,5.26,2.36,5.37666666666667,1.94,1,"2016"
"884",214,"Trump","Well, it was very — I say nothing. I say nothing, because I was able to get him to produce it. He should have produced it a long time before. I say nothing. But let me just tell you. When you talk about healing, I think that I’ve developed very, very good relationships over the last little while with the African-American community. I think you can see that. And I feel that they really wanted me to come to that conclusion. And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.","Yes",3692.4,3725.2,10544,6.29242424242424,1.71393939393939,3.81787878787879,2.31515151515151,6.00333333333333,2.10151515151515,3,6.6225,1.77833333333333,5.43666666666667,2.4325,6.18,2.04583333333333,1,"2016"
"885",215,"Moderator","Secretary Clinton?","Yes",3724.8,3725.3,10600.5,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"886",216,"Clinton","Well, just listen to what you heard.(LAUGHTER) And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed. But it can’t be dismissed that easily. He has really started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it. But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy. He actually was sued twice by the Justice Department. So he has a long record of engaging in racist behavior. And the birther lie was a very hurtful one. You know, Barack Obama is a man of great dignity. And I could tell how much it bothered him and annoyed him that this was being touted and used against him. But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high. And Barack Obama went high, despite Donald Trump’s best efforts to bring him down.","No",3726.8,3847.8,10732,5.42478260869565,1.58869565217391,3.97927536231884,2.31,5.55710144927536,2.23710144927536,0.0625,5.8372,1.6776,5.4112,2.2088,5.3712,2.0732,1,"2016"
"887",217,"Moderator","Mr. Trump, you can respond and we’re going to move on to the next segment.","No",3847.8,3850.1,10870,5.176,1.634,3.482,2.11,5.742,1.998,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"888",218,"Trump","I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesn’t work that way. You were after him, you were trying to — you even sent out, or your campaign sent out, pictures of him in a certain garb, very famous pictures. I don’t think you can deny that. But just last week, your campaign manager said it was true. So when you tried to act holier than thou, it really doesn’t work. It really doesn’t. Now, as far as the lawsuit, yes, when I was very young, I went into my father’s company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country — it was a federal lawsuit — were sued. We settled the suit with zero — with no admission of guilt. It was very easy to do. But they sued many people. I notice you bring that up a lot. And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don’t do on you. Maybe I’m trying to save the money. But, frankly, I look — I look at that, and I say, isn’t that amazing? Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it’s just one of those things. I’ll go on one step further. In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it. No discrimination against African-Americans, against Muslims, against anybody. And it’s a tremendously successful club. And I’m so glad I did it. And I have been given great credit for what I did. And I’m very, very proud of it. And that’s the way I feel. That is the true way I feel.","Yes",3849.4,3967.6,11054.5,5.74826086956522,1.67880434782609,4.09086956521739,2.38695652173913,5.68402173913043,2.12119565217391,0.533333333333333,5.78,1.69264705882353,5.305,2.43117647058824,5.45764705882353,2.03676470588235,1,"2016"
"889",219,"Moderator","Our next segment is called “Securing America.” We want to start with a 21st century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, who’s behind it? And how do we fight it? Secretary Clinton, this answer goes to you.","No",3967.6,3983.8,11258.5,5.05538461538462,1.58,4.54,2.30461538461538,5.30769230769231,2.26307692307692,-1,4.60666666666667,1.83555555555556,6.00333333333333,2.13666666666667,4.95222222222222,2.12444444444444,1,"2016"
